text,label
iyawo mi oloju ede,1
"O le ni ọsẹ meji ti agada-godo fi wa ni ara nkan ọmọkunrin rẹ, nitori pe o sọ kọkọrọ nu",1
"Bi ọkunrin naa si fi tipa wọle, o le fa oju ara naa ya tabi ko se akoba nla fun iru obinrin bẹẹ.",1
"Gẹgẹ bi Danielle ti wi, oun ati ọkọ oun jiroro pupọ lori igbesẹ gbigba abẹrẹ ajẹsara naa, ti awọn si fi ẹnu ko pe ominira awọn se iyebiye ju owo osu lọ.",0
"O ku dede ka gbe gbe’wi d’akesan, Oba Jayin teri gbaso",1
Iwọde to bẹrẹ lati tako ikede ijọba pe gbogbo awọn to wa ọkọ akẹru nla ti wọn n gba ibode Canada ati Amẹrika kọja gbọdọ gba abẹrẹ covid-19.,0
" The Cosby Show ni ere alawada ori telifisan ni Amerika pelu Bill Cosby, to koko jade sori afefe ni September 20, 1984 to si wa ni be fun odun mejo lori ile-ise telifisan NBC titi di April 30, 1992. ",0
" Leyin awon iborile lati Arin Asia larin orundun 10th ati 12th, opo Ariwa India ni won bo si abe ijoba Delhi Sultanate ati leyin eyi sabe Ileobaluaye Mughal. ",0
"ALAROYE gbọ pe nibi ipolongo yii lo ti fura pe nnkan kan n ṣe oun lagọọ ara, ara ko rọ ọ mọ. N ni ọkunrin ọmọ bibi ilu Agọ-Arẹ yii ba fi ori pepele ti wọn ti n polongo ibo silẹ, o ni ki awọn eeyan naa fun oun laaye ki oun yẹju kuro nibẹ fun iṣẹju diẹ, oun n pada bọ. Ṣugbọn alọ rẹ ni wọn ri, wọn ko ri abọ rẹ. Nigba ti wọn yoo si fi gburoo rẹ, ọkunrin naa ti dagbere faye.",1
"Wòlíì bá ọmọ ìyá méjì sùn nínú ìjọ rẹ̀, ọ̀kan níńú wọn ti lóyún",1
EJOWO GBOGBO ILE！KINNI MO LEE SE SI OKO MI (MY DICK) TI YIO FI GUN BI RULER？,0
"Agba Awo nilẹ Ibadan, Idowu Olukunle ti salaye pe ẹtan lasan ni bawọn onigbọwọ awọn olowo nabi to n ko awọn asẹwo lọ soke okun, se maa n dun mahuru mọ wọn .",1
"Ẹni to n ba wọn fa a paapaa ko ba wọn mu un ni kekere. Ọrọ ọhun si dija rẹpẹtẹ laarin awọn alaga afún-n-ṣọ́ ti Gomina Makinde fi rọpo wọn pẹlu awọn alaga ti wọn yẹ aga iṣakoso mọ nidii yii to bẹẹ to jẹ pe bi wọn ṣe n tori ẹ paayan ni wọn n ṣe ara wọn leṣe. Lẹyin naa lawọn ọmọ ẹgbẹ ALGON yii, labẹ idari Ọmọọba Abass Alẹṣinlọyẹ ti i ṣe alaga wọn, gba kootu lọ, wọn ni kile-ẹjọ fagi le igbesẹ gomina naa patapata, ki wọn si da onikaluku awọn pada sipo alaga ijọba ibilẹ awọn.",0
"Ni arakunrin yii di omo orukan. Mo ri wipe oun wo mi muse muse, emi ba nba ise mi lo. Sugbon ko fi ara le rara. Igba to ya, oju wa se merin.",1
Nigba ti awọn ọlọpaa de ibẹ lawọn ọlọpaa ṣakiyesi pe ejo lọwọ ninu lori ọrọ iku oloogbe naa ki wọn to bẹrẹ iwadii nibi ti akara ti tu sepo.,1
O ṣeeṣe ki wọn lo oogun naa titi di ọjọ ori to yẹ ki nkan oṣu dawọ duro (boya bi ọdun mọkanlelaadọta).,1
Oba ti rele awon baba won,1
Arabinrin naa ti di alabara meji,1
"Kọmiṣọna naa sọ pe awọn to lọwọ ninu iṣẹlẹ iku oloogbe naa ninu ile itura ọhun ni ọwọ awọn ọlọpaa ti tẹ, ile itura naa yoo si wa ni titi pa lọwọ yii.",0
Adiye ti o ra fuye ,0
"Erin wó! Taiwo Ogunjobi d'olóògbé. Ìròyìn tó ń tẹ̀ wa lọ́wọ́sọ́wọ́ ní wí pé Akọ̀wé ẹgbẹ́ agbábọ́ọ̀lù Nàìjíríà tẹ́lẹ̀rí, Taiwo Ogunjobi ti papò dà.",1
"Jakọbu kìlọ̀ fún wọn, ó ní, “Mo ṣetán, mò ń re ibi àgbà á rè, inú ibojì tí wọ́n sin àwọn baba mi sí, ninu ihò òkúta tí ó wà ninu ilẹ̀ Efuroni, ará Hiti, ni kí ẹ sin mí sí.",1
"Nigba ti gbogbo ilẹ Yoruba ṣi n ṣọfọ ipapoda Alaafin Ọyọ, Ọba Lamidi Adeyẹmi to waja, Onijẹru tilẹ Ijẹru, Ọba Elijah Ọlaniyi Popoọla, naa ti tun darapọ mọ awọn baba nla rẹ. Lọjọ Ẹti, Furaidee, ọjọ kẹfa, oṣu Karun-un, ọdun 2022 yii, lọba to lo ọdun marundinlaaadọrun-un (85) laye naa dara pọ mọ awọn baba nla ẹ lẹyin ọjọ bii meloo kan to ti wa lori ailera to ni i ṣe pẹlu ogbo. Ọdun mẹrinla lori ade naa lo nipo ọba, nitori lọdun 2008 lo gori itẹ.",1
O teri gba aso,1
Iya rere ni iya awon omo yen,0
"Gẹgẹ bi adari agba ileeṣẹ epo rọbi Naijiria, NNPCL naa ṣe sọ, riri ajọṣepọ ati ifọwọsowọpọ araalu pẹlu awujọ to dara ṣe pataki fun aṣeyọri iṣẹ naa lati lee dẹkun iru wahala ti awọn agbebọn n gbe dide lẹkun Niger Delta.",0
"Eni dobo lekan to gen lese, o ti lowo asewo lowo ni ",1
Àkàrà ti mo gbe kana ti tú sépo,0
"A ti lọọ tọrọ iyawo Akin. N ko le sọ pe o dun mi tabi ko dun mi, nitori inawo naa ko lọ bi mo ṣe fẹ. Niṣe ni pasitọ to jẹ baba iyawo wa n ṣe bii ẹni pe nnkan eewo ni ọmọ oun ṣe, to ṣaa n ṣe balubalu kiri bii ẹyẹle Subaina. Iyawo ẹ lo pero, tipatipa lo fi mu awọn mẹta ti wọn ni ẹbi ẹ ni wa. Ṣugbọn sibẹ naa, awọn ẹbi iyawo ẹ ṣe bẹbẹ, nigba to si fẹẹ maa ṣe iranu, wọn gba yẹyẹ si ẹgbẹ kan, a yaa n ṣe nnkan wa lọ. ",0
"Iya Ibeji Ọmọ Arayele ti ko le dide ni oju kan tẹlẹ, lo ti n gbe ẹsẹ pẹlu irin to fi n rin, to si ti n lọ yika agbala ile naa.",0
"Amo, ti oun naa ba je eni ti ara re mo, tii se onisekuse, to ba pe lara re naa, yoo ku ni.",1
"Eyin eru Olorun.Oluwa ti so itan bi oun se so oro awon omo orukan meji kan bi Anabi Musa (as) ati okunrin kan se se atunse ogiri ti ogun awon omo orukan yi wa,ogiri naa ti fe wo teletele.Oluwa si so fun wa pe baba won je eni Olorun.Eyin naa e wo bi Oluwa se so ohun ini awon molebi re!Eyi naa ni itumo oro Oluwa ti o so pe ’.......Ogiri naa wa fun awon omo orukan meji ti won wa ni ilu naa ,won je okunrin ti pepe oro won wa labe re,baba won si je eni rere",1
Wo ewu tó wà nínú fífi ọ̀sẹ̀ fọ ojú ara fún ọkùnrin àti obìnrin,1
"mo fe jeun, ebi pa mi ",0
"e wo bo se ri, olori nla",1
Awon baba aye ni awon ogboni yen,1
"""Ọlọlajulọ dagbere faye ni wọọrọwọ ni Windsor Castle."" Duke ti Edinburgh, to jẹ ọkọ Ọbabinrin to pẹ laye julọ ninu itan ilẹ Gẹẹsi pada si Windsor lọjọ kẹrindinlogun oṣu Kẹta lati ile iwosan to ti n gba itọju.",1
" 1 ANGẸLI karun si fun, mo si ri irawọ kan bọ́ si ilẹ lati ọrun wá: a si fi iṣika iho ọgbun fun u. 2 O si ṣí iho ọgbun na; ẹ̃fin si ru jade lati inu iho na wá, bi ẹ̃fin ileru nla; õrùn ati oju sanma si ṣõkun nitori ẹ̃fin iho na. 3 Ẽṣú si jade ti inu ẹ̃fin na wá sori ilẹ: a si fi agbara fun wọn bi akẽkẽ ilẹ ti li agbara. 4 A si sọ fun wọn pe ki nwọn ki o máṣe pa koriko ilẹ lara, tabi ohun tutù kan, tabi igikigi kan; bikoṣe awọn enia ti kò",0
Erin wo! Mọ̀ síi nípa gbogbo ètò tí wọ́n ti là kalẹ̀ nípa ètò ìsìnkú Pope Benedict,1
"OLÓJÚ KÒMÚ,,,  KÒLO KAN LÓ WA SI HOTEL..  BÍ O ŞE Ñ SÒKALĘ BÒ LORI STAIRCASE LĘSĘ RĘ TÀSE.. LÓ BÁ YÍ GBIRIGIDI WÁ'LĘ..  Ó SÌÌ GBABĘ KÚ ONÍNÀBÌ TÓ  WÁÁ BÁ SÌÌ YÓKĘLĘ KÓ GBOGBO OHUN TÓ WÀ LARA Ę,,  NÍTORÌPÉ  OWÓ PA 'ĘSĘ PA NÍGBÀ NÁÀ  💕💕 ŞÉ Ó DÁRA BĘĘ?? 💕💕",1
"Wo ǹkan 21 tó yẹ kí obìnrin mọ̀ nípa ojú abẹ́ rẹ̀, Vagina",1
Ẹ wo ẹni tó ń jẹ́ Suwebatu nínú ẹbí Baba Suwe àti ohun tó sọ nípa olóògbé,1
"“Nísinsin yìí èmi ti fẹ́ máa lọ sí ibi tí àwọn àgbà ń rè. Ẹ mọ̀ pẹ̀lú gbogbo ọkàn yín àti àyà yín pé, kò sí ohun kan tí ó kùnà nínú àwọn ìlérí rere gbogbo tí Olúwa Ọlọ́run yín fi fún un yín. Gbogbo ìlérí tó ti ṣe kò sí ọ̀kan tí ó kùnà.",1
Wọn tun sọ pe nkan ọmọkunrin naa ko ri boṣeyẹ ko ri mọ.,1
E diwo ere iranu ti e n se,0
 Ise abe – a o mu gbogbo omu tabi lara omu alaisan kuro. ,0
"Asẹyinwa-asẹyinbọ, awọn alọ-kolohun-kigbe ẹda naa na papa bora, wọn o ri wọn mu, amọ wọn ri awọn ẹru ti wọn ju silẹ ṣa jọ. Lara awọn ẹru ole ti wọn gba lọwọ wọn ni ọkada Bajaj pupa ọṣaara kan ti nọmba rẹ jẹ TRE 231 VT, ibọn agbelẹrọ pompo kan, ẹnjinni ọili ọkọ, aṣọ, bata, ọti ẹlẹridodo Five alive ati oogun abẹnugọngọ oriṣiiriṣii.",1
AWE OBINRIN TO NSE NKAN OSU NINU ISLAM,1
" Ilé-Ìyálóde: Obìnrin ni o te idile yi do , O gbé fáàrí O sit un je akikanju obinrin láàrin ìlú. ",0
Awon aworan ati fidio ti o jade fi awon alarun-opolo na ti won n fo iganna ile-iwosan na be si igboro ti awon kan si n gba ibe be si oju popona ni Nairobi.,1
"Ko yọ Yinka Ayanda ti ọpọlọpọ mọ si ""Yinka TNT"" silẹ pẹlu bo ṣe tẹnu mọ ọ pe ""bi ẹ ṣe n pe oju ara yẹn o maa n bi mi ninu, ẹ wa orukọ mii to dun fun un"".",1
Bisi nipe arakunrin okunrin re gbodo tobi,1
"Obìnrin kán sọ ìdí tí kò fi gba àjẹ́rẹ́ àjẹsára, tó sì pàdánù ìṣẹ́ rẹ̀",0
"Olowu ti Owu nipinlẹ Ogun, Oba Olusanya Dosunmu Amororo Keji papoda, ni ọjọ kejila, oṣu Kejila, ọdun 2021, lẹyin aisan ọlọjọ diẹ. Ọdun 2005 ni Oba Dosunmu jẹ ọba, lẹyin ti Oba Adisa Odeleye waja lọdun 2003",1
Bakan naa nijọba ni ki wọn wo ile ọhun nitori iwa ifiyajẹni to n waye nibẹ. Amọ iwadi BBC Yoruba fihan pe kii se igba akọkọ niyi ti akara yoo tu sepo nipa iwa aidaa to n waye nile Ọlọrẹ nitori irufẹ isẹlẹ yii naa tun waye losu keji lọdun 2008.,1
"Bi oloko nla do ni, abe a ya perepere",1
a mu aso ti obirin naa fi se alejo yii,1
" Oba Ijebu-Jesha ti fi Owa Ilesha marun je ki Oloye Loro to de, eyini ni Owa OWALUSE, eni ti a ti owo re te Ilu Ilesha do . ",0
"AJOSEPO TO WA LAARIN EMI ATAWON ARA OJA ATIJOBA EKO Ajosepo gidi lo wa laarin wa, koda okan ninu won lo gbe aso ankara ti e n wo nibe yen wa pe oun fee fi sinku iya oun, a de ni lati ba a lo. ",0
"Onimọ isegun kan to ba BBC Yoruba sọrọ, Ranti Ajayi ni itumọ aisan Vaginismus ni “isoro ti ọkunrin n ni lati wọle si oju ara obinrin.” Vaginismus yii si lo tun ni o le tumọ si “ti obinrin ba ni inira lati ni ibalopọ pẹlu ọkunrin tabi ti ti o soro fun obinrin lati gba nnkan ọkunrin wọle sinu ara rẹ.”",1
Baba ma ti fun dipo,1
" Ere na da lori ebi Huxtable family, ti wo je ebi omowe omo Afrika Amerika ti won gbe ni Brooklyn, New York. ",0
" Labe Ijoba to ba ni laari nibi gbogbo, eni to ba se ise de ibi ifeyin ti peregede, o si ye ko fi gbooro jeka. ",0
"Às͎á ń ké͎rè͎gbè͎, ké͎rè͎gbè͎,
Bí àgbébò͎ o͎mo͎ adìe͎ l’ákítàn
Nítorí òsíò o͎mo͎ adìe͎
Ó di f̀-rì-rì-gbàjà!
Ó di f̀-rì-rì-s͎à kà!
Ó di, sío! Sío! Sío!
‘Un lo͎mo͎ adìe͎ í pè’yá rè͎
Ìyá ò! Ìyá ò! Bàbá o",1
"Sibẹ sibẹ lori iru ọr bayii, ani lati fii lẹ bẹẹ ki alejo wa sọ oju abẹ niko nipa awọn ọrọ kọọkan ti ko ṣee tẹnu bọlẹ sọ nipa ibalopọ.",1
"Omolara wa so fun Olopa ki won ko gbogbo amuhunmaworan , kamera ti a fi si kolofin ile baba re jade lati wo eni se ise laabi ohun. Bee ko seni ti o mo pe Omolara fi Camera si ayika ati inu ile wonyi. O si see nitori ole, alo kolohun kigbe , alafowera nigba aseye.",1
Omokunrin naa dawo tele ni eyin ile iwe,1
"Akii ti oko obo obo tan ki a tun ma beru wipe iho re jin, ibi ti o ba wu obo ki o ma gbe oko lo",1
"Adua fun awa Okunrin. Ma se wa l'oko to n sin iyawo r'ele àlè nitori atije. F'owo jinki wa Yarabi, ka r'oun mu s'ike aya at'omo. Nibi egbe wa ti n na'wo, ma je a b'awon n'agidi. Ma je ka rin Maili meji ninu yara l'ojo bukata ba de'le lati gbo Ma se wa l'okunrin bantie, To je pe kòkòrò abe nikan l'ani banti. Fi kókóró aye naa si wa l'apo. Owo la fi n s'aye. Buruji ni won fi n ye'ni si l'awujo Ko s'owo, ko s'iyi.  Ko s'owo, ko s'aponle.",1
"Iya ti lo o, Oluwa ni fun ni to n gba",1
jèdijèdi ko mo akowe,1
Ki iyatọ de ba nkan oṣu obinrin ko lee si lori iwe ti wọn kọ awọn nkan wọnyi si.,1
"Ki lo sẹlẹ ti Asewo to re Mecca fi fa wahala nile itaja: Ninu fidio naa ni Toyin Asewo to re Mecca ti n lọgun pe awọn osisẹ ile itaja naa parọ ole mọ ọmọ oun obinrin. Osere tiata naa ni ori ibusun nile iwosan ni oun wa, nibi ti wọn ti n fa omi si oun lara nitori pe ara oun ko le, ki wọn to wa kesi oun pe wọn n fiya jẹ ọmọ oun.",1
Bolu ni baba awon omo mi,0
BI ASE NDO OBINRIN KUKURU ATI OBINRIN GIGA.,1
Esekese ni iyawo Sheik Albani fi aye sile ti won si gbe Alufa Albani lo si ile iwosan Luke ibe ni Sheikh yii ti dake .,1
"O bi mi pe se mo wa ninu ẹgbẹ, mo si ni rara, n ko nilo lati se ẹgbẹ kankan ki n to siẹ mi bii alaga ijokoo, lo ba dakẹ.",0
"Lara awọn akẹgbẹ oloogbe naa la ti ri Jide Kosoko, Adebayo Salami, Madam Saje, Mr Latin ati bẹẹ bẹẹ lọ.",1
Ki tọkọtaya ni ibalopọ ni asiko ati ibi ti ẹnikẹni ko ti ni di wọn lọwọ,1
"""O lereju abẹ ti ọkunrin maa n fẹ ba le, ti wọn ba ti wọle ti wọn ri i pe awọn ja lu Express, wọn a sa pada"". Bẹẹ ba wo awọn onimọ nipa ibalopọ jakejado agbaye, wọn o ki n fẹ keeyan maa ṣẹnu ku pe awọn ẹya ara to wa fun ilo ibalopọ lakọ labo.",1
"Ọgbẹni Quazim Abubakar, ẹni ọdun mẹrinlelọgbọn, to loun n ṣiṣẹ awakọ tanka epo lo sọrọ nipa iṣẹlẹ yii f’ALAROYE, o ni oun lọrọ naa ṣẹlẹ si, iyawo oun ni baba to bi oun lọọ n ba laṣepọ, Ọlọrun si ti fi awọn mejeeji foun mu.",0
"Kii se ilegbe nikan ni Pasitọ agbala Gabriel kọ fun Iya Ibeji Omo Araye to jẹ agba osere tiata. Bakan naa, ojisẹ Ọlọrun yii tun yọ sọọbu sita lara ile naa fun mama agba yii, to si tun si tun ko ọpọ ọja kun inu rẹ.",0
"Ki wọn too palẹ oku naa mọ lati sin in gẹgẹ bii oku ijọba ti ko leeyan, awọn oṣiṣẹ eleto aabo yii ya fọto oku naa, wọn si ri apa kan nibi ori rẹ, eyi to fi han pe ipalara wa fun oku ọhun ki wọn too pa a, o han pe awọn kan ti fi nnkan ṣe e ko too dagbere faye. Aṣẹ ti wa pe ki iwadii ṣi tẹsiwaju lori iku Uzoma yii, bo si tilẹ jẹ pe wọn yoo gbe awọn ọrẹ rẹ mẹrin yii lọ si kootu laipẹ, ohun tawọn eeyan n sọ ni pe o ṣee ṣe ko jẹ awọn gende mẹrin yii lo lo Uzoma.",1
OPONU KII TA ADALU AFOFUN-GBEMU KII KIRI WOROBO,1
"Enikan loun lo sori oke, wo wani kan da owo, owa ranti nnkan ti moso, lo ba ya mu owo moto e si abe kinni e, ko da gbogbo e tan",1
"Olórire o̩mo̩ ni e o, wo bo se da ounje yen nu",1
Ki Eledumare gba abo okan gbogi ninu Osere Amuludun arabinrin Aishat Abimbola eniti o file se aso bora ni ilu Canada lose to koja!,1
Ile nje enia onilu ati olorin ti pada file se aso bora bayi oo,1
"Gẹ́gẹ́ bí àwọn onímọ̀ tí ṣàlàyé, omi lásán láì ní oogun kankan lo dára láti máa fi fọ ojú ara.",1
orò ìkẹyìn fún ọmọ ẹgbé ̣ọdẹ tí ó pa ipò dà.,1
"IKÚ TI PAGBE BÍ ENI TÍ O LE DÁRÓ. IKÚ TI PÀLÙKÒ BI ENI TÍ O LE KOSÙN. IKÚ PA LÉKÈÉLÉKÈÉ BI ENI TÍ O LE KEFUN. IKÚ POMO OPÁDOTUN, IKÚ MÓJÌMÌ AKÉWÌ RÈWÀLÈ ÀSÀ. Ó DÒÓRÒ ÒGÁ MI ÀTÀTÀ. ",1
 Ni nnkan bii senturi kerinla (XIV) ni won da abule yii sile ni abe Witowska Wola. ,0
O fikun pe o ṣeeṣe ki awon to gbemi mi po ju akọsilẹ ijọba lọ.,1
"Ọlọpaa ki i ṣe ọta araalu, ọrẹ araalu lo yẹ ki wọn jẹ, ṣugbọn ọpọ awọn ọlọpaa tiwa ni ko dara, alọnilọwọgba ni wọn o. Ṣugbọn ẹ gbọkilọ ti Sanwoolu ṣe, ẹ yiwapada, kaye ẹyin naa le daa!",1
Bakan naa ni Olukọ́ awon akekoo ninu itan ati ajosepo orileede yii tun menuba ibi to le jasi fun awon orile-ede mejeeji bi itan se fihan,0
Orin-iyin Orile-ede Ajosepo Rosia () ni oruko orin-iyin orile-ede ile Rosia. ,0
Biodun labe mi,1
"Se Looto Ni Wipe Ti Okunrin Ba Mo Obo👌Do 🍌👉👌 Gidi, Obinrin Ko Ni Ko Sile, Okunrin Yen Iba Ma Lu Obinrin Yen Selese",1
Omo yen ni ori nla,0
Olosun olonjemoo ikuloyowoe lawooo Agba osugbo fowo okun leleooo Odigbereee Odikeseee Otundaeinnako OdojuAla OdokoElebo Olosun sunreoo Majokun Majekolo ohun wonbanje lajule Orun nio maa bawonjee igba too tie jokun layee emilofee fekolo orunseee AWOO IREE SUNREOO,1
Babaláwo kan jẹ́ Ọlọ́run nípè nílé ìtura lẹ́yìn ìbálòpọ̀ pẹ̀lú ìyàwó PÁSÍTỌ̀ ní ìpínlè Èkìtì.,1
"Ni nnkan bii aago mẹsan-an aarọ niṣẹlẹ ọhun waye nigba tawọn ọmọ aye ya lu awọn oṣiṣẹ àjọ kólẹ̀-kódọ̀tí tawọn mi-in tun mọ si gbálùúmọ́ labẹ biriiji Mọlete to wa lẹgbẹẹ ile Oloye Lamidi Adedibu, agba oṣelu ilẹ Ibadan to ti ṣilẹ bora bii aṣọ.",0
Eyi ni igba akọkọ ti obinrin yoo ri idajọ iku ni Iran fun ẹsun ibalopọ pẹlu ìṣẹ̀dá re.,0
Obinrin to ba n se nnkan osu e n sepo,1
iya mi osoronga,1
"Koko idanileko yi ni oro nipa itanran ti o nbe fun eni ti o ni ajosepo pelu eleto re ni osan Ramadan, oniwaasi se alaye re ni ekunrere o si tun menu ba awon idajo miran.",1
Ọ gbadura pe ki Ọlọrun fun wọn lọgbọn ati oye lati yan ẹni to yẹ sipo Olubadan  ti o papo da.,1
"BBC YORUBA gbọ pe Iya Olumọ jade laye sinu ile rẹ to wa Itoko niluu Abẹokuta, ipinlẹ Ogun, laarọ Ọjọru, Wẹside, ana.",1
"Eyin obinrin, se dandan ni lila ni? 😃😃",1
Arabinrin Ayoola salaye pe riro ajosepo larin ile ise mejeeji lagbarasi lose koko fun ise won fawon araalu papa julo pelu bile yi se n gbaradi feto idibo lodun tonbo.,0
"Arakunrin Kan wa,, iranse Olorun ni, mo pade baba yi ni Ori oke Kan ti mo fi oruko bo ni asiri Iranse Olorun ti mo nso yi, aladura ni, sugbon bi iranse Olorun yi se ngbadura to, sugbon Kan nbe ninu aye won Sugbon ti nbe ninu aye iranse Olorun na ni, ogun Aini, ogun Aini yi ti Fe mu iranse Olorun na pada seyin A se bi iponju ba poju ninu irin ajo eda, a se o le mu ki eniyan so ogo nu",0
Àwọn onímọ̀ ṣàwárí 'ihò ìyọ̀ tó gùn jù láyé' nítòsí ìbì tí ìyàwó Lọti inú Bíbélì ti di iyọ̀,0
" Ambassador Mohammed Sahnoun ti Algeria je executive director kini ti Isakoso ile in 1995 ti o je igbimo agbaye ti nse iwadi lori ayika, idagbasoke ati ofin agbaye wa ti a mba lo.Isakoso ile ni office ni Earth Council ni Costa Rica ni abe akoso director agba ti Earth Council, Maximo Kalaw ti Philippines. ",0
"Mo nígbàgbọ́ wípé Ìbáṣepọ̀ ṣe pàtàkì, ó ṣe pàtàkì láti jíròrò nípa rẹ̀ kí à sì gbé ìgbésẹ̀ lórí bí ìbáṣepọ̀ yóò ṣe pọ̀ si. Bí ó tilẹ̀ jẹ́ wípé mo dakẹ́ fúngbà díẹ̀,",0
"Oluwa kọja, ìji nla ati lile si fà awọn oke nla ya, o si fọ́ awọn apata tũtu niwaju Oluwa; ṣugbọn Oluwa kò si ninu iji na: ati lẹhin iji na, isẹlẹ; ṣugbọn Oluwa kò si ninu isẹlẹ na. 12 Ati lẹhin isẹlẹ na, iná; ṣugbọn Oluwa kò si ninu iná na, ati lẹhin iná na, ohùn kẹ́lẹ kekere. 13 O si ṣe, nigbati Elijah gbọ́, o si fi agbáda rẹ̀ bo oju rẹ̀, o si jade lọ, o duro li ẹnu iho okuta na. ",0
" O da bi eni wipe o feran lila ju dido lo, abi bawo ni ?",1
"Ijọba ipinlẹ Eko ti gboṣuba sadankata fun gbajugbaja akọrin taka-sufee ọmọ Yoruba nni, David Adeleke, tawọn eeyan mọ si Davido, latari ipinnu rẹ pe oun maa pin miliọnu lọna igba ataabọ (N250 million) kaakiri awọn ibudo itọju awọn ọmọ alailobii, atawọn ọmọ orukan lorileede yii. Atẹjade kan lati ọfiisi Igbakeji gomina ipinlẹ Eko, Dokita Ọbafẹmi Hamzat, eyi to fi lede lọjọ Abamẹta, Satide yii, gboriyin fun akọrin naa, wọn ni iwa ọmọluabi ati ẹlẹyinju-aanu ni igbesẹ to pinnu rẹ ọhun, yoo si ṣanfaani gidi fawọn ti nnkan ku diẹ kaato fun lawujọ.",1
"Ba a ṣe gbọ, Rọfiat ni wọn lo ti kọkọ figba kan gbe ẹjọ ọkọ rẹ lọ sileeṣẹ to n ri si ọrọ awọn ọmọ orukan (Welfare) pe ki wọn ba oun gba awọn ọmọ mẹrẹẹrin to wa laarin oun ati ọkọ oun, ki oun maa da nikan tọju wọn tori oun o nifẹẹ ọkọ oun mọ, o fẹsun kan ọkọ naa pe ko ki i tọju awọn ọmọ, ko si ṣetan lati gbọ bukaata idile naa gẹgẹ bii ọkọ gidi. Aṣe lara idi ti Rọfiat fi fẹẹ kọ ọkọ ẹ ni ajọṣe to ti wa laarin oun ati baba ọkọ, wọn ni kinni baba ọkọ ẹ lo dun mọ ọn.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"Àti pé, bí olókó nlá bá ń dó ni, gbíngbin làá gbin.",1
"Pẹlu iṣẹ abẹ si ni awọn dokita fi ge agadagodo naa kuro lara nkan ọmọkunrin rẹ, ti ipalara to ti mu ba a si lagbara ju nkan ti awọn dokita lero lọ.",1
"ìye, ipa-ọ̀na rẹ̀ a ma yi sihin yi sọhun, on kò si mọ̀. 7 Njẹ gbọ́ temi nisisiyi, ẹnyin ọmọ, ki ẹnyin ki o máṣe yà kuro li ọ̀rọ ẹnu mi. 8 Takete kuro lọdọ rẹ̀, má si ṣe sunmọ eti ilẹkun ile rẹ̀: 9 Ki iwọ ki o má ba fi ọlá rẹ fun ẹlomiran, ati ọdun rẹ fun ẹni-ìka; 10 Ki a má ba fi ọrọ̀ rẹ fun ajeji enia; ki ère-iṣẹ ọwọ rẹ ki o má ba wà ni ile alejo . 11 Iwọ a si ma kãnu ni ikẹhin rẹ̀, nigbati ẹran-ara ati ara rẹ ba parun. 12 Iwọ a si wipe, emi ha ti korira ẹkọ́ to, ti aiya mi si gàn ìbawi: 13 Ti emi kò gbà ohùn awọn olukọ́ mi gbọ́, tabi ki emi dẹti mi silẹ si awọn ti nkọ́ mi. 14 Emi fẹrẹ wà ninu ibi patapata larin awujọ, ati ni ijọ. 15 Mu omi lati inu kudu rẹ, ati omi ti nṣàn lati inu kanga rẹ. 16 Jẹ ki",0
"Ipinlẹ Ọṣun niṣẹlẹ yii ti waye lopin ọsẹ to kọja yii. Agbefọba Gbenga Martins, to ṣalaye bọrọ naa ṣe jẹ ni kootu Majisireeti ipinlẹ Ọṣun ti wọn wọ ọdaran naa lọ sọ pe iwa afọwọra ati ojukokoro ti mọ Victor lara, alabọrun si ti fẹẹ dẹwu fun un, tori eyi kọ ni igba akọkọ tọwọ awọn agbofinro n tẹ ẹ, wọn o si tori nnkan meji mu un ri, ole jija yii naa ni.",1
"Amọ ko pẹ ni wahala de, to si nira fun oun lati fa ohun ibalopọ naa yọ ni oju ara oun, lẹyin to ti fun oun ni adun ibalopọ tan.",1
"Ẹsun mẹrinla ọtọọtọ ni wọn fi kan awọn eeyan naa niwaju adajọ ile-ẹjọ giga ilu Abuja. Wọn ni wọn ṣafọwọra, bẹẹ ni wọn tun ṣe owo to din diẹ ni aadọfa biliọnu Naira(109.4 billion) mọkumọku.",1
"Ma fowo kan kokoro mi, mo ma so fun iya mi",1
Kayefi nla lo je nigba ti arákùnrin alarun opolo kan gun Oba ilu Odo Oro ni ipinle Ekiti pa,1
"Ni WOW Scotland a ṣetọrẹ owo si idi ti kii ṣe ibalopọ pupọ ni ọdun yii, eyun awọn ile-igbọnsẹ. A pín £500 laarin Staffin Village Hall ati Dornie Village Hall lati ṣe iranlọwọ lati sanwo fun itọju awọn ile-igbọnsẹ wọn. O jẹ nkan ti a yoo ṣe iwuri fun awọn oniṣẹ irin-ajo miiran ni lilo awọn ohun elo wọnyi lati ṣe, nitori laisi wọn Skye ati Lochalsh le ja ni ọjọ iwaju",0
